AURA_BOOST_DRAIN_PER	Absorción adicional +%d%%
MC_USE_ITEM_QUESTION	¿Quieres añadir esta Carta de monstruo?
MC_WARP_BUTTON_OVER_MSG	Esta opción está disponible a partir de la 4.ª estrella.
MC_WARP_FAIL	Ya no te puedes teletransportar.
MC_WARP_LIMIT_LEVEL	No tienes nivel suficiente para teletransportarte.
MC_WARP_QUESTION	¿Quieres teletransportarte al área de este monstruo?
MESSENGER_ADD_BLOCK_FRIEND	Añadir
MESSENGER_ADD_FRIEND	Añadir Amigo
MESSENGER_BLOCK	Bloqueado
MESSENGER_DO_YOU_ACCEPT_ADD_FRIEND_1	%s te añadió como amigo.
MESSENGER_DO_YOU_ACCEPT_ADD_FRIEND_2	¿Aceptar?
MESSENGER_DO_YOU_DELETE	¿Borrar?
MESSENGER_DO_YOU_DELETE_PHONE_NUMBER	¿Deseas borrar el número de teléfono movil?
MESSENGER_DO_YOU_MOVE	¿Deseas continuar?
MESSENGER_EMPTY_LIST	Vacío
MESSENGER_FAMILY	Familia
MESSENGER_FRIEND	Amigos
MESSENGER_GUILD	Gremio
MESSENGER_INPUT_MOBILE_AUTHORITY_DESCRIPTION	Introducir el código de confirmación que fue enviado a tu teléfono móvil.
MESSENGER_INPUT_MOBILE_AUTHORITY_TITLE	Intruducir número de confirmación
MESSENGER_INPUT_MOBILE_PHONE_NUMBER_1	Introducir el número de teléfono móvil para el envío del mensaje de texto.
MESSENGER_INPUT_MOBILE_PHONE_NUMBER_2	¿Deseas introducir el número ahora?
MESSENGER_INPUT_MOBILE_PHONE_NUMBER_TITLE	Introducir número de móvil.
MESSENGER_SEND_MOBILE_MESSAGE_TITLE	Enviar mensaje.
METIN_TEST	GM TEST
MINIMAP	Abrir mini mapa
MINIMAP_CANNOT_SEE	El mini mapa no puede ser visto.
MINIMAP_CAN_NOT_SHOW_AREAMAP	El mapa grande no puede ser mostrado.
MINIMAP_DEC_SCALE	Reducir
MINIMAP_INC_SCALE	Ampliar
MINIMAP_OBSERVER_COUNT	%d observadores
MINIMAP_SHOW_AREAMAP	Abrir mapa grande
MINI_GAME_RUMI_DISCARD_QUESTION	¿Seguro que quieres descartar esta carta?
MINI_GAME_RUMI_EXIT_QUESTION	¿Quieres terminar la ronda y recibir tu premio?\nLos puntos y las cartas restantes se restaurarán.
MINI_GAME_RUMI_START_QUESTION	Tienes que pagar una tasa de %d Yang para jugar. También necesitas %d Set(s) de cartas.\n¿Quieres iniciar la partida?
MINUTE	min
MONETARY_UNIT0	Yang
MONETARY_UNIT1	Diez Mil
MONETARY_UNIT2	Cien billones
MONEY_INPUT_DIALOG_SELLPRICE	Precio de venta:
MOVE_CHANNEL_99	CH0
MOVE_CHANNEL_CANCEL	Cancelar
MOVE_CHANNEL_NOTICE	Te has conectado al canal %d.
MOVE_CHANNEL_NOT_MOVE	No puedes cambiar de canal.
MOVE_CHANNEL_SELECT	Aceptar
MOVE_CHANNEL_TITLE	Selección de canal
MOVE_ITEM_FAILURE_PRIVATE_SHOP	No puedes mover ningún objeto mientras tengas abierta una tienda privada.
MUSIC_EMPTY_MUSIC_LIST	Sin música de fondo.
MUSIC_METIN2_DEFAULT_THEMA	Metin2 música estándar
MUSIC_NOT_SELECT_MUSIC	No elegido archivo de música.
NEEFD_REST	Primero debes descansar.
NOT_YET_SUPPORT	Aún no soportado
OPEN_THE_SPECIAL_ACTION_KIT	%s añadido a las emociones.
OPTION_PVPMODE_CANNOT_SET_GUILD_MODE	No puedes activar el Modo Gremio cuando no perteneces a ningún gremio.
OPTION_PVPMODE_NOT_SUPPORT	No puedes elegir esta configuración en modo PvP.
OPTION_PVPMODE_PROTECT	Tienes que tener al menos el nivel %d para poder cambiar el modo PvP.
PARTY_ANSWER_TIMEOVER	Se ha rechazado la invitación.
PARTY_BONUS_ATTACKER	Valor de ataque: +%d	SA
PARTY_BONUS_BERSERKER	Velocidad de ataque: +%d	SA
PARTY_BONUS_BUFFER	Duración de Habilidad: +%d	SA
PARTY_BONUS_DEFENDER	Defensa +%d %%	SA
PARTY_BONUS_EXP	Bono EXP: %d%%	SA
PARTY_BONUS_SKILL_MASTER	Recuperación de HP por asesinato +%d %%	SA
PARTY_BONUS_TANKER	Max. HP: +%d	SA
PARTY_BREAK_UP	Borrar Grupo
PARTY_DO_YOU_ACCEPT	quiere unirse al Grupo.
PARTY_DO_YOU_JOIN	te ha invitado a unirte a su grupo. ¿Aceptas la invitación?
PARTY_EXP_DISTRIBUTION_MODE	Distribución de EXP
PARTY_EXP_DISTRIBUTION_MODE_LEVEL	Según el nivel
PARTY_EXP_DISTRIBUTION_MODE_LEVEL_TOOLTIP	Los miembros del grupo con un nivel más alto reciben más EXP.
PARTY_EXP_DISTRIBUTION_MODE_PARITY	Uniforme
PARTY_EXP_DISTRIBUTION_MODE_PARITY_TOOLTIP	Todos los miembros del grupo reciben la misma EXP.
PARTY_HEAL_ALL_MEMBER	Restaurar todo.
PARTY_INCREASE_AREA_150	Alcance del grupo aumentado por el factor 1.5.	SNA
PARTY_INCREASE_AREA_200	Rango del grupo aumentado por el factor 2.	SNA
PARTY_LEAVE	Salir del grupo
PARTY_LONGTIME_BONUS_EXP	Bono EXP por un largo juego en grupo: +%d%%	SA
PARTY_MEMBER_OFFLINE	[Desconectado]
PARTY_RECALL_MEMBER	Llamar miembro del grupo.
PARTY_REGEN_BONUS	Bono por HP- + SP regeneración: +%d%%	SA
PARTY_REQUEST_DENIED	Tu invitación ha sido rechazada.
PARTY_SET_ATTACKER	Constituir como atacante.
PARTY_SET_BERSERKER	Constituir como Berserker.
PARTY_SET_BUFFER	Constituir como bloqueador.
PARTY_SET_DEFENDER	Constituir como Defensor.
PARTY_SET_NORMAL	Retirar ajustes.
PARTY_SET_SKILL_MASTER	Constituir como Maestro de Habilidad.
PARTY_SET_TANKER	Constituir como luchador con hoja.
PARTY_SKILL_ATTACKER	Valor de ataque básico del atacante +%.0f
PARTY_SKILL_BERSERKER	Velocidad de ataque de Berserker +%.0f
PARTY_SKILL_BUFFER	Bloqueador de Duración de Habilidad +%.0f
PARTY_SKILL_DEFENDER	Defensa como defensor +%.0f %%
PARTY_SKILL_HP_REGEN	HP Regeneración +%.0f%%
PARTY_SKILL_PARTY_AREA	Alcance del grupo +%d%%
PARTY_SKILL_SKILL_MASTER	Regeneración de HP como maestro de habilidad +%.0f %%
PARTY_SKILL_SP_REGEN	SP Regeneración +%.0f%%
PARTY_SKILL_TANKER	Max. HP Luchador con hoja +%.0f
PARTY_SKILL_WARP	Posible llamar a miembros de grupo
PASSWORD_TITLE	Contraseña del almacén
PET_ATTR_CHANGE_DIALOG_TEXT	¿Quieres cambiar los atributos de tu mascota?\nSe utilizará el objeto Hechizar mascota.\nEl proceso puede fallar.
PET_ATTR_CHANGE_USE	Esta acción no se puede realizar mientras se modifican los atributos de una mascota.
PET_ATTR_DETERMINE_TYPE1	Tipo de mascota 1: torpe. No es muy fuerte.\nCon el tiempo podrás entrenar sus habilidades.
PET_ATTR_DETERMINE_TYPE2	Tipo de mascota 2: curiosa. No es muy fuerte.\nEs fiel y mejorará sus habilidades con el tiempo.
PET_ATTR_DETERMINE_TYPE3	Tipo de mascota 3: audaz. Bastante fuerte.\nCon el tiempo podrás entrenar sus habilidades.
PET_ATTR_DETERMINE_TYPE4	Tipo de mascota 4: valiente. Bastante fuerte.\nEs fiel y mejorará aún más sus habilidades con el tiempo.
PET_ATTR_DETERMINE_TYPE5	Tipo de mascota 5: osada. Fuerte.\nCon el tiempo podrás entrenar más sus habilidades.
PET_ATTR_DETERMINE_TYPE6	Tipo de mascota 6: legendaria. Fuerte.\nEs fiel y mejorará aún más sus habilidades con el tiempo.
PET_ATTR_DETERMINE_TYPE7	Tipo de mascota 7: mítica. Muy fuerte.\nCon el tiempo podrás desarrollar todo su potencial.
PET_ATTR_DETERMINE_TYPE8	Tipo de mascota 8: prismática. Extremadamente fuerte.\nEs muy fiel y puedes confiar totalmente en ella.
PET_BAG_DESC	%s
PET_CANNOT_FEED_CUBEOPEN	No puedes alimentar a tu mascota mientras la Ventana de refinamiento esté abierta.
PET_CAN_NOT_ATTRCHANGE_BECUASE_LIFE_TIME_END	No puedes modificar los atributos de una mascota fuera de combate.
PET_CAN_NOT_EGG_ITEM_USE	No puedes abrir la Incubadora mientras estés comerciando o mientras tengas abierto el almacén o un comercio privado.
PET_CAN_NOT_FEED_SPLIT_ITEM	No puedes dejar objetos divididos en esta ventana.
PET_CAN_NOT_FEED_TYPE	Lamentablemente no puedes alimentar a tu mascota de esta manera. Por favor, inténtalo de nuevo con otra acción.
PET_CAN_NOT_OPEN_EVOL_BUTTON	Si quieres entrenar a tu mascota para que pase a la siguiente etapa de desarrollo, tiene que haber alcanzado el nivel %d.
PET_CAN_NOT_OPEN_EVOL_BUTTON_EXP_LACK	Si quieres entrenar a tu mascota para que pase a la siguiente etapa de desarrollo, tiene que tener un 100% de experiencia.
PET_CAN_NOT_OPEN_EVOL_BUTTON_LEVEL_MAX	Tu mascota ya está en la última etapa de desarrollo.
PET_CAN_NOT_OPEN_SHOP_BECAUSE_SUMMON	Tras llamar a tu mascota no puedes abrir un almacén privado.
PET_CAN_NOT_OPEN_SPECIAL_EVOL_BUTTON	Si quieres entrenar a tu mascota para que pase a la siguiente etapa de desarrollo, tiene que tener al menos %d días.
PET_CAN_NOT_SUMMON_BECAUSE_LIFE_TIME_END	No puedes llamar a tu mascota porque ha finalizado el tiempo de duración.
PET_CAN_NOT_USE_BAG	No puedes utilizar el Trasportín porque tu mascota ha expirado.
PET_EMPTY_SKILL_SLOT_USE_ITEM	La mascota no tiene habilidades que restablecer.
PET_HATCHING_ACCEPT	¿Quieres llamar a tu mascota "%s"?
PET_HATCHING_MONEY	Precio: %s
PET_HATCHING_WINDOW_OPEN_CAN_NOT_USE	No puedes interaccionar mientras la Incubadora se encuentre abierta.
PET_INFORMATION_STAGE1	Joven
PET_INFORMATION_STAGE2	Salvaje
PET_INFORMATION_STAGE3	Valeroso
PET_INFORMATION_STAGE4	Heroico
PET_INFO_EXP	Experiencia actual:
PET_INFO_ITEM_EXP	Objeto EXP actual
PET_INFO_NEXT_EXP	Experiencia restante:
PET_INFO_NEXT_ITEM_EXP	Objeto EXP restante
PET_MSG_NOT_ENOUGH_MONEY	No tienes suficiente Yang.
PET_NAME_CHANGE_ACCEPT	¿Quieres cambiar el nombre de tu mascota a "%s"?
PET_NAME_MIN	El nombre introducido es demasiado corto.
PET_REVIVE_FAIL_EMPTY_PET_SLOT	No hay mascota para revivir.
PET_REVIVE_FAIL_NOT_ENOUGHT_MATERIAL	No tienes suficientes materiales.
PET_REVIVE_UI_MATERIAL_COUNT	%d/%d
PET_SKILL_DELETE_QUESTION_DLG_MSG	Las habilidades ya están disponibles.
PET_SKILL_DELETE_QUESTION_DLG_MSG1	La restauración de la(s) habilidad(es) de tu mascota es irreversible.
PET_SKILL_DELETE_QUESTION_DLG_MSG2	¿Deseas continuar?
PET_SKILL_LEARN_FAIL_CONDITIONS	Tu mascota no tiene la edad o el nivel suficiente. Solamente las mascotas heroicas pueden aprender habilidades.
PET_SKILL_LEARN_QUESTION_DLG_MSG	¿Quieres comenzar el entrenamiento heroico de "%s"?
PET_SKILL_TOOLTIP_COOLTIME	Tiempo de carga: %d s
PET_SKILL_TOOLTIP_DURATION	Duración: %d s
PET_SKILL_TOOLTIP_FEATHER	La mascota activa Camino pluma con una probabilidad de un %d %% durante %.1f segundos.\n Ataque %d - %d	SAAAA
PET_SKILL_TOOLTIP_HEAL	Si tus HP disminuyen por debajo de 20%%, tienes un \n %d%% de probabilidad de aumentar tus HP en un %d.	SAA
PET_SKILL_TOOLTIP_INVINVIBILITY	Tu personaje tiene un %d%% de probabilidad de volverse invencible\n al disminuir tus HP por debajo de 10%%. \n Duración del efecto: %.1f s.	SAA
PET_SKILL_TOOLTIP_REMOVAL	Elimina de inmediato todos los efectos de veneno, \n retardo o sangrado sobre tu personaje\n con una probabilidad de un %d%%.	SAN
PET_SKILL_UPGRADE_QUESTION_DLG_MSG1	¿Siguiente fase del entrenamiento heroico?
PET_SKILL_UPGRADE_QUESTION_DLG_MSG2	Coste: %s
PET_TOOLTIP_COSTUME_BONUS	
PET_TOOLTIP_DEF	Defensa
PET_TOOLTIP_HP	HP
PET_TOOLTIP_LEVEL	Nivel
PET_TOOLTIP_LIFETIME_OVER	Ha expirado
PET_TOOLTIP_SKILL_BONUS_VALUE	en entrenamiento heroico
PET_TOOLTIP_SKILL_CUR_LEVEL	Nivel: %d
PET_TOOLTIP_SKILL_NEXT_LEVEL	Próximo nivel: %d (máx. %d)
PET_TOOLTIP_SP	SP
PET_TOOLTIP_TRADABLE	Comerciable
PET_TOOLTUP_SKILL	%s (etapa %d)
PICK_ITEM_TITLE	Número del Objeto
PICK_MONEY_TITLE	Suma
PRIVATESHOPSEARCH_ABLITY_POTION	Rocío
PRIVATESHOPSEARCH_ACCESSORY_SOCKET	Tela delicada
PRIVATESHOPSEARCH_ARMOR	Equipación
PRIVATESHOPSEARCH_ARROW	Flechas
PRIVATESHOPSEARCH_BELL	Campanas
PRIVATESHOPSEARCH_BELT	Cinturones
PRIVATESHOPSEARCH_BLEND	Pociones
PRIVATESHOPSEARCH_BLOOD_PEARL	Perla roja
PRIVATESHOPSEARCH_BLUE_PEARL	Perla azul
PRIVATESHOPSEARCH_BODY	Armaduras
PRIVATESHOPSEARCH_BOW	Arcos
PRIVATESHOPSEARCH_BUYTIME	¿Quieres comprar el objeto seleccionado?
PRIVATESHOPSEARCH_CLAW	Garras
PRIVATESHOPSEARCH_CLEAR_POTION	Elixires
PRIVATESHOPSEARCH_COSTUME	Atuendos
PRIVATESHOPSEARCH_COSTUMEBODY	Atuendo
PRIVATESHOPSEARCH_COSTUMEHAIR	Peinado
PRIVATESHOPSEARCH_COSTUME_ACCE	Estolas
PRIVATESHOPSEARCH_COSTUME_MOUNT	Montura
PRIVATESHOPSEARCH_CRYSTAL	Cristal
PRIVATESHOPSEARCH_DAGGER	Dagas
PRIVATESHOPSEARCH_DEAD	Muerto
PRIVATESHOPSEARCH_DETACHMENT	Manual de la piedra
PRIVATESHOPSEARCH_DIAMOND	Diamante
PRIVATESHOPSEARCH_DS	Alquimia de Piedras dragón
PRIVATESHOPSEARCH_DS_BLACK	Ónice
PRIVATESHOPSEARCH_DS_BLUE	Zafiro
PRIVATESHOPSEARCH_DS_GREEN	Jade
PRIVATESHOPSEARCH_DS_RED	Rubí
PRIVATESHOPSEARCH_DS_WHITE	Diamante
PRIVATESHOPSEARCH_DS_YELLOW	Granate
PRIVATESHOPSEARCH_EAR	Pendientes
PRIVATESHOPSEARCH_FAN	Abanicos
PRIVATESHOPSEARCH_FISH	Peces
PRIVATESHOPSEARCH_FOOTS	Zapatos
PRIVATESHOPSEARCH_GEM	Gemas
PRIVATESHOPSEARCH_GIFTBOX	Cajas de regalo
PRIVATESHOPSEARCH_HEAD	Cascos
PRIVATESHOPSEARCH_LIVE	Vivo
PRIVATESHOPSEARCH_MATERIAL	Materiales
PRIVATESHOPSEARCH_METIN	Piedras Espíritu
PRIVATESHOPSEARCH_NECK	Collares
PRIVATESHOPSEARCH_NEED_ITEM_BUY	No puedes comprar objetos sin el paquete correcto.
PRIVATESHOPSEARCH_NEED_ITEM_FIND	No puedes buscar objetos sin el paquete correcto.
PRIVATESHOPSEARCH_NODELAY_POTION	Objetos de HP
PRIVATESHOPSEARCH_ORE	Mineral
PRIVATESHOPSEARCH_PET	Sistema de mascotas
PRIVATESHOPSEARCH_PETAGG	Huevos de mascota
PRIVATESHOPSEARCH_PETSKILLBOOK	Manuales de habilidades para mascotas
PRIVATESHOPSEARCH_PICK	Picos
PRIVATESHOPSEARCH_POTION	Pociones
PRIVATESHOPSEARCH_QUEST	Misión
PRIVATESHOPSEARCH_QUIVER	Carcajes
PRIVATESHOPSEARCH_RESOURCE	Mejora de objetos
PRIVATESHOPSEARCH_ROD	Pesca
PRIVATESHOPSEARCH_SELECTITEM	Selecciona un objeto.
PRIVATESHOPSEARCH_SHIELD	Escudos
PRIVATESHOPSEARCH_SKILLBOOK	Manuales de habilidad
PRIVATESHOPSEARCH_SKILLFORGET	Libro del olvido
PRIVATESHOPSEARCH_SPECIAL	Varios
PRIVATESHOPSEARCH_STONE	Fragmento de energía
PRIVATESHOPSEARCH_SWORD	Espadas a una mano
PRIVATESHOPSEARCH_TREASUREBOX	Baúles
PRIVATESHOPSEARCH_TUNING	Pergaminos
PRIVATESHOPSEARCH_TWOSWORD	Espadas a dos manos
PRIVATESHOPSEARCH_UNIQUE	Único
PRIVATESHOPSEARCH_USEITEM	Objetos de consumo
PRIVATESHOPSEARCH_USESPECIAL	Varios
PRIVATESHOPSEARCH_WEAPON	Armas
PRIVATESHOPSEARCH_WHITE_PEARL	Perla blanca
PRIVATESHOPSEARCH_WRIST	Brazaletes
PRIVATE_SHOP_CANNOT_SELL_ITEM	No puedes vender este objeto en la tienda privada.
PRIVATE_SHOP_CLOSE_QUESTION	¿Deseas cerrar la tienda privada?
PRIVATE_SHOP_INPUT_NAME_DIALOG_TITLE	Nombre de la tienda privada.
PRIVATE_SHOP_INPUT_PRICE_DIALOG_TITLE	Precio
PRIVATE_SHOP_SEARCH_VNUM_ITEM_NOT_FOUND	No hay resultados.
PRIVATE_SHOP_SEARCH_VNUM_ITEM_NOT_SELECTED	Selecciona un objeto para buscar.
PVP_LEVEL0	Caballeroso
PVP_LEVEL1	Noble
PVP_LEVEL2	Bueno
PVP_LEVEL3	Amigable
PVP_LEVEL4	Neutral
PVP_LEVEL5	Agresivo
PVP_LEVEL6	Fraudulento
PVP_LEVEL7	Malvado
PVP_LEVEL8	Cruel
PVP_MODE_GUILD	PvP - Gremio activado
PVP_MODE_KILL	PvP - Libre activado
PVP_MODE_NORMAL	PvP - Paz activada
PVP_MODE_PROTECT	PvP - Protección activada
PVP_MODE_REVENGE	PvP - Hostil activado
PVP_OPTION_KILL	Libre
PVP_OPTION_NORMAL	Paz
PVP_OPTION_PROTECT	Protección
PVP_OPTION_REVENGE	Hostil
PVP_TOURNAMENT_DO_NOT_AUTO	No puedes utilizar el ataque automático durante el torneo JcJ.
QUEST_APPEND	Nueva misión adquirida.
QUEST_HOUR	Hora(s)
QUEST_MIN	Min.
QUEST_SEC	Seg.
QUEST_TIMEOVER	Tiempo Expirado
QUEST_UNLIMITED_TIME	Sin límite de tiempo.
QUEST_ZEROSEC	0 Seg.
QUICKSLOT_REGISTER_DISABLE_ITEM	Este objeto no puede añadirse en el Campo de Acceso Rápido.
RANKING	Clasificación
RANKING_BOARD_MEMBER	Miembros
RECEIVE_MESSAGE	%s te ha enviado un mensaje.
REFINE_COST	Coste por Mejora: %d Yang
REFINE_DESTROY_WARNING	Este objeto puede ser destruido en la mejora.
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_1	¿De verdad quieres mejorar el objeto?
REFINE_DESTROY_WARNING_WITH_BONUS_PERCENT_2	Si la mejora falla, el objeto será destruido. ¿Deseas continuar?
REFINE_DOWN_GRADE_WARNING	El objeto puede ser degradado así.
REFINE_DO_YOU_SEPARATE_METIN	¿Deseas eliminar todas las Piedras Espíritu disponibles?
REFINE_ELEMENT_CHANGE_TEXT	¡%s ahora es de elemento %s!
REFINE_ELEMENT_DOWNGRADE_TEXT	Ha disminuido el nivel del encantamiento elemental.
REFINE_ELEMENT_EXIST	Ahora el objeto está imbuido de otro elemento.
REFINE_ELEMENT_GRADE_MAX	Ya se ha alcanzado el nivel máximo de encantamiento elemental.
REFINE_ELEMENT_NOT_ENOUGHT_GRADE	El encantamiento elemental está disponible solo para armas +7 o superiores.
REFINE_ELEMENT_NOT_ENOUGHT_YANG	No tienes suficiente Yang.
REFINE_ELEMENT_NOT_EXSIT	No se puede utilizar con este objeto.
REFINE_ELEMENT_TEXT_DARK	Oscuridad +%d
REFINE_ELEMENT_TEXT_EARTH	Tierra +%d
REFINE_ELEMENT_TEXT_ELECT	Relámpago +%d
REFINE_ELEMENT_TEXT_FIRE	Fuego +%d
REFINE_ELEMENT_TEXT_ICE	Hielo +%d
REFINE_ELEMENT_TEXT_WIND	Viento +%d
REFINE_ELEMENT_UPGRADE_FAIL_TEXT	El encantamiento elemental ha fallado.
REFINE_ELEMENT_UPGRADE_SUCCESS_TEXT	¡El encantamiento elemental ha salido bien!
REFINE_FAILURE	¡Vaya, no ha funcionado! Hemos fallado.
REFINE_FAILURE_CAN_NOT_ATTACH	%s no puede ser incluido en este objeto.
REFINE_FAILURE_CAN_NOT_ATTACH0	%s no puede ser incluido en este objeto.
REFINE_FAILURE_DEL_ITEM	El proceso de refinamiento no ha tenido éxito. Se ha destruido el objeto.
REFINE_FAILURE_EQUIP_ITEM	No puedes mejorar ningún objeto equipado.
REFINE_FAILURE_GRADE_DOWN	El proceso de refinamiento no ha tenido éxito. Se ha reducido el grado del objeto.
REFINE_FAILURE_KEEP_GRADE	El proceso de refinamiento no ha tenido éxito.\nAfortunadamente, conservas el objeto.
REFINE_FAILURE_METIN_INSEPARABLE_ITEM	No hay ninguna piedra que pueda ser extraída.
REFINE_FAILURE_NEED_BETTER_SCROLL	Necesitas un mejor Pergamino de Avance.
REFINE_FAILURE_NO_GOLD_SOCKET	No hay socket de oro para incluir %s .
REFINE_FAILURE_NO_MORE_REINFORCE	Ya no puedes reforzar más ese objeto.
REFINE_FAILURE_NO_MORE_SOCKET	No puedes crear más sockets.
REFINE_FAILURE_NO_SOCKET0	No hay ningún socket libre para %s.
REFINE_FAILURE_SOCKET_DISABLE_ITEM	No puedes hacer más sockets en este objeto.
REFINE_FAILURE_UPGRADE_DISABLE_ITEM	Este objeto no puede ser mejorado.
REFINE_QUESTION_CONFIRM	¿Deseas continuar?
REFINE_QUESTION_WARNING_DOWN_GRADE_AND_REFIX_REMOVE	Si la mejora falla, el nivel disminuirá por debajo del mínimo para efectos de set y el efecto de set desaparecerá.
REFINE_QUESTION_WARNING_PREFIX_REMOVE	Al mejorar el objeto, se perderá el efecto de set.
REFINE_SUCCESS	La mejora del objeto se ha realizado con éxito.
REFINE_SUCCESS_PROBALITY	Probabilidad de mejora %d%%
REFINE_WARNING2	¿Deseas continuar?
RESTART_POPUP_GIVEUP_ELEMENTAL_DUNGEON	Has quedado fuera de combate. \n¡Sal del Mundo Elemental!
RESTART_POPUP_GIVEUP_MIST_ISLAND	Has caído durante la Batalla de los Cinco Santuarios.\n Ahora regresarás a la aldea.
RESTART_POPUP_GIVEUP_OTHER_WORLD_DUNGEON	Tu personaje ha quedado fuera de combate. \nTe teletransportarás a la ciudad en un momento.
RESTART_POPUP_GIVEUP_SUNGMAHEE_TOWER	¡Una amarga derrota! Tu camino acaba aquí.
REVIVE_QUESTION	¿Quieres revivir a %s? Cantidad de Prismas del despertar: %d unidades
REVIVE_SELF_QUESTION	¿Quieres llevar a cabo una resurreción? Cantidad de Prismas del despertar: %d unidades
ROULETTE_REWARD_TEXT	Obtener objeto
SAFEBOX_ERROR	Has introducido una contraseña incorrecta.
SAFEBOX_NEED_CHANGE_PASSWORD	Tu contraseña ha expirado.\nPor favor, elige una nueva.
SAFEBOX_SELL_DISABLE_SAFEITEM	No puedes vender ninguno de los objetos guardados.
SAFEBOX_UNAVILABLE_PASSWORD_01	No puedes utilizar esta contraseña.
SAFEBOX_UNAVILABLE_PASSWORD_02	La contraseña ha de tener al menos %d caracteres.
SAFEBOX_UNAVILABLE_PASSWORD_03	Has introducido tu contraseña actual. Selecciona una nueva.
SAFEBOX_UNAVILABLE_PASSWORD_04	La contraseña no puede tener %d números iguales o seguidos.
SAFEBOX_UNAVILABLE_PASSWORD_05	No se permiten caracteres especiales. Caracteres permitidos: a-z, A-Z, 0-9
SAFEBOX_WRONG_PASSWORD	Las contraseñas deben ser idénticas.
SCREENSHOT_SAVE1	está guardada en
SCREENSHOT_SAVE2	Archivo de captura de pantalla.
SCREENSHOT_SAVE_FAILURE	Guardado de captura de pantalla fallado.
SEARCH_ITEM_DROP_TOTAL	Total: %d
SEARCH_ITEM_DROP_COUNT	Cantidad:
SEARCH_ITEM_DROP_PERCENT	Porcentaje:
SECOND	Seg
SECOND_CONFIRM_PET_FEED_QUESTION_1	Tu objeto dispone de %d o más bonificaciones.
SECOND_CONFIRM_PET_FEED_QUESTION_2	¿Seguro que quieres darle el objeto a tu mascota?
SECOND_CONFIRM_SELL_ITEM_QUESTION_1	Tu objeto dispone de %d o más bonificaciones.
SECOND_CONFIRM_SELL_ITEM_QUESTION_2	¿Seguro que quieres vender el objeto?
SECRET_DUNGEON_CREATE_REWARD_IMPOSSIBLE	¿Quieres entrar al Templo Enigma?\nNo puedes recibir más recompensas diarias (tiempo restante: %s)
SECRET_DUNGEON_CREATE_REWARD_POSSIBLE	¿Quieres entrar al Templo Enigma?\nPuedes recibir una recompensa diaria.
SECRET_DUNGEON_ENTER_DUNGEON_RE_REQUEST	Debes abandonar el grupo si no entras.\n¿Quieres acceder?
SECRET_DUNGEON_ENTER_LIMIT_TIME	Tiempo restante para acceder: %d segundos
SECRET_DUNGEON_ENTER_MEMBER_REWARD_IMPOSSIBLE	Se ha creado una instancia del Templo Enigma. ¿Quieres entrar?\nNo puedes recibir más recompensas diarias (tiempo restante: %s)
SECRET_DUNGEON_ENTER_MEMBER_REWARD_POSSIBLE	Se ha creado una instancia del Templo Enigma. ¿Quieres entrar?\nPuedes recibir una recompensa diaria.
SECRET_DUNGEON_ENTER_QUESTION_ANSWER_TIMEOVER	Has declinado el acceso.
SECRET_DUNGEON_ENTER_QUESTION_NO	No
SECRET_DUNGEON_ENTER_QUESTION_YES	Sí
SELECT_ATTR_NOTICE	No puedes abrir un almacén privado mientras utilizas el Objeto Encantado+.
SELECT_ATTR_NOT_OPEN	No puedes utilizar el Objeto Encantado+ mientras tienes abierto un almacén privado.
SELECT_ATTR_NOT_SELECT	¿Quieres conservar las bonificaciones o prefieres cambiarlas?
SELECT_CAN_NOT_DELETE	No puedes borrar este personaje.
SELECT_CAN_NOT_DELETE_ATTR67	No puedes borrar tu personaje \nmientras se añade una bonificación.
SELECT_CAN_NOT_DELETE_GUILD_MEMBER	No puedes borrar tu personaje mientras sea miembro de un gremio.
SELECT_CAN_NOT_DELETE_HAVE_SEALED_ITEM	No puedes borrar tu personaje porque posee objetos unidos al alma.
SELECT_CAN_NOT_DELETE_LAST_CHAR_SAFEBOX	No puedes borrar tu único personaje porque todavía hay objetos en tu almacén.
SELECT_CAN_NOT_DELETE_LIMITE_LEVEL	Solo puedes borrar tu personaje hasta el nivel 69 como máximo.
SELECT_CAN_NOT_DELETE_MARRIAGE	No puedes borrar un personaje casado.
SELECT_CAN_NOT_DELETE_PREMIUM_PRIVATE_SHOP	Todavía tienes artículos en tu tienda personal.
SELECT_CAN_NOT_DELETE_PRIVATE_CODE_ERROR	El código de borrado no es correcto.
SELECT_CAN_NOT_DELETE_REMAIN_TIME	No puedes borrar el personaje justo después de crearlo. Tiempo de espera: %s
SELECT_CHANGED_NAME	Has cambiado el nombre del personaje.
SELECT_CHANGE_FAILURE_ALREADY_EXIST_NAME	El nombre del personaje ya existe.
SELECT_CHANGE_FAILURE_STRANGE_INDEX	Prueba de nuevo.
SELECT_CHANGE_FAILURE_STRANGE_NAME	Nombre de personaje erróneo.
SELECT_CHANGE_NAME_TITLE	Cambiar nombre de personaje.
SELECT_DELEING	Iniciando borrado...
SELECT_DELETED	Borrado con éxito.
SELECT_DO_YOU_DELETE_REALLY	¿Deseas continuar?
SELECT_EMPTY_SLOT	Este es un campo vacio.
SELECT_GM_NAME	GM
SELECT_INPUT_CHANGING_NAME	Intruducir un nuevo nombre de personaje.
SELECT_NOT_JOIN_GUILD	Sin Gremio
